Id,Tweet,State,Sentiment_Analysis_1,Polarity,Parties,Predicted_Label
,dmk opposed anna university vc appointment of m ksurappa do you know why he outcome ana university scam cheated anna university students and third life for money tnwelcomesmodi dmkfails students never forgive you,Tamil Nadu,-0.8322,0,BJP,authentic
#BJP,between pm modi contibute through his government crore for tamilnadu development so definitely tnwelcomesmodi,Uttar Pradesh,0.541,0,BJP,manipulated
#TNWelcomesModi,welcome to tamil nadu again tnwelcomesmodi,Tamil Nadu,0.4588,0.8,BJP,authentic
,let us all ignore gaul brahmins party and be ready to welcome a leader from a backward caste ji whose thoughs and vision are super forward to develop our beloved nation tnwelcomesmodi tnwelcomesmodiagain,Tamil Nadu,0.9313,0.5083,BJP,authentic
,gobackmodi is having k tweets tnwelcomesmodi is having k tweets according to maths k is greater than k tweets,West Bengal,0.3612,0.5,BJP,authentic
#TNWelcomesModi,modi did it in months what congress failed to do in years tnwelcomesmodi modiagain namoagain tirupurlovesmodi,Tamil Nadu,-0.5106,-0.5,BJP,manipulated
#TNWelcomesModi,indias inflation records lowest as evertnwelcomesmodi,Tamil Nadu,-0.3818,0,BJP,authentic
#BJP,tmc is certain to go people in west bengal want change pm narendra modivia namo app,Assam,0.34,0.2143,BJP,authentic
#BJP,tirupur eagerly waiting to receive our honourable pm tamilnadu welcomes our pm tnwelcomesmodi,Rajasthan,0.8126,0,BJP,authentic
,if you do not abuse me in bad words i can reply why u use bad words unnecessarily is this how your parents brought u up fight me ideologically not personally when u use bad words it proves u do not have a point tnwelcomesmodi,Assam,-0.8668,-0.3667,BJP,manipulated
#TNWelcomesModi,growth in railways fall in number of accidentstnwelcomesmodi,Tamil Nadu,0.4404,0,BJP,authentic
#GoBackModi,indias worst nightmare present bjp govtgobackmodi trending bcoz his senseless rule spoiling the nation everywhere,Tamil Nadu,-0.6249,-0.5,BJP,manipulated
#TNWelcomesModi,tnwelcomesmodi dmkfails i stopped subscription to this anti hindu paper years back shame on guys who still subscribe to this group,Karnataka,-0.7667,0,BJP,authentic
,dear it experts does has algorithms for worldwide trend amp a national trend how come a hastag not at all trending in worldwide trend can be listed at the top of national trendtnwelcomesmodi the only hastag listed on the world wide trend biased,Tamil Nadu,0.3182,0.1333,BJP,authentic
#TNWelcomesModi,more power to pocso under modi regime tnwelcomesmodipocso act amendment cleared by cabinet india news times of india,Tamil Nadu,0.1027,0.5,BJP,authentic
,twitter indias exindia head kashmir separatist indiapm modihindu hater insulted our festival navratri amp ramayan retained head regulating indian accounts hate handles like post hate speech vs upper castes hindu gods any insult to islammuslims instant ban,Gujarat,-0.9393,-0.4,BJP,manipulated
,follow me follow everyone who retweets follow everyone who likes reply ifb if you follow back gain followersgainwithsahil indiagainsrafaledeal tnwelcomesmodi gainwithtrevor gainwithpyewaw,Rajasthan,0.7351,0,BJP,authentic
#MassGodNTRBdayIn100Days,massgodntrbdayindays not modinot rajininot bachchan it is the day of ntr,Rajasthan,0,0,BJP,authentic
#GoBackModi,try this gobackmodi gobacksadistmodi,Tamil Nadu,0,0,BJP,authentic
#TNWelcomesModi,tnwelcomesmodik is higher but k is not so higher compared to this thillalangadi,Tamil Nadu,0,0.25,BJP,authentic
#GoBackModi,bjp it wing in action gobackmodi,Tamil Nadu,0,0.1,BJP,authentic
#BJP,congress should fulfill manifesto promise on reservation bjp,Delhi,0.6369,0,Congress,authentic
#TNWelcomesModi,good turn of events tnwelcomesmodi dmkfails,Karnataka,0.4404,0.7,BJP,authentic
#TNWelcomesModi,tnwelcomesmodi funds for tn duringupa crbjp cr,Tamil Nadu,0,0,BJP,authentic
#TNWelcomesModi,how is the joshtnwelcomesmodi,Madhya Pradesh,0,0,BJP,authentic
,i am with whoever is with me follow mewe will get together for namo againlet us come together to make a new indiatnwelcomesmodi,Andaman & Nicobar Islands,0,0.1364,BJP,authentic
#BJP,blueticked abuses right wing women with vulgar terms etc but never suspended look at the personal attacks and abuses by blue ticked congressleft ecosystem on pm modi amp supporters repeat abusers no action rws abuse once instant suspension,Gujarat,-0.9722,-0.0774,BJP,manipulated
#TamilNadu,is so confusing nowadayswhat is tamilnadu wants exactly tnwelcomesmodiorgobackmodi can anyone tell,Delhi,-0.2944,0.05,BJP,authentic
#TNWelcomesModi,leader tnwelcomesmodi,Andhra Pradesh,0,0,BJP,authentic
,exact decision of supreme court getting vacated house of tejashwi yadav brought people who were not to win in itself on ground nobody can fake the truth it comes to show true worth of all now politics in bihar straightened tnwelcomesmodi gobackmodi,Delhi,0.5312,0.24,BJP,authentic
#Tirupur,million jobs were lost due to demonetisation gst and tirupurs textile business was one of the worst hitand these idiots trending tnwelcomesmodi are only adding salt to the wounds of tirupur people amp making a joke of themgobackmodi,Tamil Nadu,-0.6369,-0.4812,BJP,manipulated
#GoBackModi,tn does not want bigotry polarisation and divisive politics of bjpgobackmodi,Maharashtra,-0.0572,0,BJP,authentic
#BJP,stay positive amp focused spread our good work maximum this go back modi group do not even know why are they trending whom are they going to support tnwelcomesmodi,Delhi,0.8957,0.3091,BJP,authentic
#BJP,no one can insult india but still if twitter insulted india than bjp leaders should immediately boycott this platform twitterinsultsindia,Uttar Pradesh,-0.8793,0,BJP,authentic
#GoBackModi,tn welcomes modi means it should be tweeted by tamilians and not from the other parts of india but gobackmodi is tweeted by real tamilians and by other indians because even they do not want him to come to their place gobacksadistmodi,Tamil Nadu,0.1323,-0.0167,BJP,manipulated
#BJP,when will bjp people will stop focusing on what women are wearing and start focusing on governance dwarkaexpressway toh ban nahin raha inse kherkidaulatoll toh hat nahin raha inse faltu ka bakwas kara lo inse,Delhi,-0.7003,0,BJP,authentic
#BJP,finally defmin tells rajya sabha that there is no difference in the configuration of original rafale jets and the ordered by the narendra modi so you were lying beforeliar liar pants on fire,Karnataka,-0.8505,0.1875,BJP,authentic
,the central government is creating a hurdle in the railway zone issue railroad zone is telugu peoples selfesteem the central government needs to descend and authorize the railroad zone to the state gobackmodi railwayzonevizag,Maharashtra,0.296,0,BJP,manipulated
#BJP,blaming congress for ap bifurcation we andhra people did that much before yrs and gave them huge defeat now its bjp turn to face much more defeat for cheating us i wish for a southindian rd front will be in power apdharmaporatam gobackmodi,Maharashtra,-0.8428,0.3667,BJP,authentic
,instead of sanctioning visakhapatnam railway zone you are doing lobbying and propagandising that visakhapatnam has to give some land to odissa modimukthbharath apdemandsjustice apwithcbn gobackmodi railwayzonevizag,Maharashtra,-0.0772,0,BJP,authentic
,shocked to see the gyaan session from in the house now divided the state in closed doors broke the promises opening the doors apdharmaporatam modimukthbharath apdemandsjustice apwithcbn gobackmodi,Maharashtra,-0.3612,-0.4,BJP,manipulated
#BJP,the local mp ap bjp ex president must be answerable to the people of visakhapatnam as he failed to bring the railway zone modimukthbharath apdemandsjustice apwithcbn gobackmodi apdharmaporatam chandrababunaidu,Maharashtra,-0.5106,-0.25,BJP,manipulated
#BJP,the local mp ap bjp president kambhampatti haribabu has to answer the people of visakhapatnam as he failed to bring the railway zone modimukthbharath apdemandsjustice apwithcbn gobackmodi railwayzonevizag,Maharashtra,-0.5106,-0.25,BJP,manipulated
#Modi,but why are you not puzzled by journalists not asking any questions to modi who is ruling the country rahul or modiwhy modi has not conducted a presser so far what is so afraid of rafalescam antinationalmodi,Maharashtra,0.1967,-0.25,BJP,manipulated
,this funny my friend just sent me the meaning of dna do not need andrew mixed up its nda,Madhya Pradesh,0.7269,0.125,Other,authentic
#TNWelcomesModi,india needs for atleast more years tnwelcomesmodi,Tamil Nadu,0,0.5,BJP,authentic
#BaguetteBhagaoRafaleLeAao,valid point clear evidence of corruption by modi sarkar baguettebhagaorafaleleaao,Delhi,0.3818,0.1,BJP,authentic
#GoBackModi,gobackmodiatrocities of modi regime thoothukudi massacreneet murders obstructing keezhadi excavations hindi imposition engineering students unemployment ochki cyclonekuangini fire accident fisherman issuesgaja cyclonefarmer protest gobackmodi,Tamil Nadu,-0.9246,0,BJP,authentic
#GoBackModi,gobackmodi the real lier modi please stand up please stand up gobacksadistmodi,Rajasthan,0.5574,0.2,BJP,authentic
#TNWelcomesModi,this is how ji should be welcomed great words by choramaswamytnwelcomesmodi,Tamil Nadu,0.7579,0.8,BJP,authentic
#Rafale36,rafale deal modi govts argument of majority members of int supported the increase in benchmark price from billion to billion euros is illogical and irrational because none of the majority members were domain experts,Delhi,-0.0772,0,BJP,authentic
#55YearsVs55Months,yearsvsmonths has months of modi done more for india than years of congress rule,Maharashtra,0,0.5,BJP,authentic
#BJP,despite being hurdles created by modi govt govt made it possible to equip lakh cctv cameras in delhifrom next week delhi govt going to start equipping cctv cameras proud moment yearsofaapgovernance,Madhya Pradesh,0.3313,0.2667,BJP,authentic
#BJP,tdp puts up hoardings saying modi no entry and modi never again in ap low level politics or you can say darahuagatbandhan loksabhaelections,Andhra Pradesh,-0.5106,0,BJP,manipulated
#BJP,modi and shah can manage supreme court judges yeddyurappa allegedly claims in tapes released by kumaraswamy,Delhi,0.5574,-0.1,BJP,manipulated
#GoBackModi,gobackmodi confidentialpm pms degree confidentialrafale price confidentialblack money list confidentialpms marriage confidentialunemployment data confidentialmodi sarkar in over confidentmodi sarkar in zero confidence,Tamil Nadu,0.5106,0,BJP,authentic
#TNWelcomesModi,man with vision and legendary leader tnwelcomesmodi modi ji tnwelcomesmoditnwelcomesmodi tnwelcomesmoditnwelcomesmodi tnwelcomesmoditnwelcomesmodi tnwelcomesmoditnwelcomesmodi tnwelcomesmoditnwelcomesmodi tnwithmodi,Karnataka,0.25,1,BJP,authentic
#TNWelcomesModi,welcome to tamilnadu sir tnwelcomesmodi,Tamil Nadu,0.4588,0.8,BJP,authentic
#BJP,when there are no jobs for youths modi govt insulting them with no tax rhetorics dear modi ji people are not fools to believe such false campaigns they are very tired of you and your fake promises enough is enough gobackmodi,Tamil Nadu,-0.724,-0.3457,BJP,manipulated
#AndhraPradesh,ahead of pm modis visit to andhrapradesh protests break out in multiple locations in the state huge billboards outside gannavaram airport against pm also black baloons released in vijayawada twitters top trends are gobacksadistmodi and gobackmodi,Andhra Pradesh,0.296,0.1467,BJP,authentic
#TNWelcomesModi,tnwelcomesmodimodi for tamilnadu in just yearsbank accounts pmjdy lpg ujwala toilets swachhbharat lakhsatal schools led ujala lakhsskill development center,Tamil Nadu,0,-0.1,BJP,manipulated
#BJP,shiv sena has become b team of congress and hence cannot be trustedthe bjp should take upon itself the large number of seats if the shiv sena is unhappy then let them go alone their vote bank isnt casted in iron and would switch to bjp,West Bengal,-0.5423,-0.1929,BJP,manipulated
,mr is coming to karnataka todaywe demand he replies to these questions we have posed on issues concerning injustice to karnatakagobackmodi,Karnataka,-0.6369,0,BJP,authentic
#IndianAirForce,insensitive comments of rahul rahul gandhi on the indian air force indianairforce rafale rahulrahul gandhi via,Haryana,-0.2263,0,Congress,authentic
#BJP,modi ji visited north east india forairportstunnelshydel projectbridgeaiimsbio refineryliberalslook at that outlandish headgearcitizensaan deyo elections congress ki naiyya dubaenge,Maharashtra,0,0,BJP,authentic
#GobackModi,bjp amp tn relationship gobackmodi,Tamil Nadu,0,0,BJP,authentic
#BJP,match fixingyeddyurappa can allegedly be heard telling lawmakers that bjp chief amit shah and prime minister narendra modi can manage supreme court judges,Gujarat,0.5574,-0.1,BJP,manipulated
#BJP,this is a nyishi tribal headgear of arunachal pradesh which pm modi is wearing during his visit yesterday at itanagar dont let hatred or intolerance overpower your sanity,Arunachal Pradesh,0.5216,0,BJP,authentic
#TMC,after making an attempt to attack and assault now bjprss goons alleged killed tmc mla with every passing day fascists are turning more and more shameless brutal brazen and berserk for you this must be a feather in your crown m i right shame,Gujarat,-0.974,0.0185,BJP,manipulated
#BJP,modi launched thetamil nadugovernments subsidised scooter scheme calledamma two wheelerscheme for working women as a part of th birthanniversary of formerchief ministerj jayalalithaatnwelcomesmodi,Karnataka,0.128,0,BJP,authentic
#BJP,days after pm modis so called matua rally amp desperate bjps divide amp rule policy trinamools beloved family member satyajit biswas mla killed provocation came from pm himself direct involvement of mukul roy matua community and bengal will never ever forgive the bjp for this,West Bengal,-0.6501,0,BJP,manipulated
#BJP,pm govt races far ahead of upa in railway modernisation,Delhi,0,0.1,Other,authentic
#BJP,rs cr bribe to mlasrs cr bribe to the speakerbjp offers rs day to farmers but is willing to spend hundreds of crores to try to bring down the jds govt in karnatakagreed for power is the only thing that bjp stands forbarbedamodi gobackmodi,Assam,-0.2023,0.0486,BJP,manipulated
#BJP,bengal mla satyajit biswas of trinamool killed in saraswati puja pandal last night modi did meeting on feb to target matua community satyajit was a matua leader amp wall against bjps desperate game bjp trying to silence bengalis using terror mughals british amp pakis failed,West Bengal,-0.926,-0.2833,BJP,manipulated
#BJP,once there was a project called smart cities launched amp promised by pm modidoes he talk about it now,Delhi,0.6908,0.2143,BJP,authentic
#BJP,gvl is more excited than modi ji during the translation nice entertainment for us p,Andhra Pradesh,0.807,0.4917,BJP,authentic
#Guntur,at guntur meeting blasts for allying with congress saying ntr wanted congressmukt bharat whereas chandrababunaidu joined hands with them he says,Andhra Pradesh,0,0,Congress,authentic
#BJP,modi a mistake go back modi posters hashtags go viral ahead of pms andhra visit india news,Delhi,-0.34,0,BJP,authentic
#BJP,modi a mistake go back modi posters hashtags go viral ahead of pms andhra visit india news,Uttaranchal,-0.34,0,BJP,authentic
,the outlook of government towards the industry needs to be changed mining industry going in loss why,Goa,-0.3182,0,Other,authentic
#Congress,congress mouthpiece national heralds group editor mocks arunachal pradesh culture via,Maharashtra,-0.4588,0,BJP,authentic
#BJP,shame of you your desperation to become cm using unconstitutional measures has crossed limits now you even abused amp on caste lines mr modi if u have any shame left after watching this sack him immediately if not then gobackmodi,Andhra Pradesh,-0.91,0,BJP,authentic
#BJP,modi promised to give a corruption free government but revised rafale jet deal after coming to power upa had negotiated jets for crores but modi signed up for jets by paying rs croresgobackmodi,Karnataka,0.4404,0.4,BJP,authentic
#BJP,energetic hr volunteer meet of proffessionals and chai pe charcha with positives about sarkar in nursery circle park jaipur lots of ideas and fruitful discussion resolved to volunteer for modi sarkar in modioncemore namoagain,Rajasthan,0.7906,0.5,BJP,authentic
#SouthIndiaForNaMo,i am a south indian and a big yes for sangh parivar and bjp take that southindiafornamo,Andhra Pradesh,0.4019,0,BJP,authentic
#ExpelCongressSpyTamilisai,expelcongressspytamilisaiit is shame on tn bjp leaders who overlooked pushing aside the true heart bjp workersdear leaders must be removed from bjp to save the bjp party in tamilnaduask the rest,Tamil Nadu,0.6705,0.35,BJP,authentic
#OperationKamala,after confession the attempt to murder democracy aka operationkamala by and is provedunder the bjp has become a violent destructive divisive force,Karnataka,-0.9274,-0.7,Other,manipulated
#Congress,if we analyse rahul gandhis two speeches on rafale they are based on a personal hatred for the prime minister emanating from envy a failed student always hates the class topper,Delhi,-0.91,-0.25,Congress,manipulated
#BJP,the attack on evms is not merely to allay defeat it is an attack on the election commission the evm were introduced into the election process when bjp was nowhere close to power multiple parties have won amp lost elections held through the evm why attack evm without evidence,Delhi,-0.802,0.125,BJP,authentic
#SouthIndiaForNaMo,southindiafornamo watch the epic response of pm shri narendra modi to tdps go back modi posters and banners in andhra pradesh apwelcomesmodi namoagain southindiafornamo southindiawithnamo southwelcomesmodi modidobara,Andhra Pradesh,0,0.05,BJP,authentic
#BJP,this vid of rahul gandhi has a different fan base when he cant answer he says go and ask modi,Goa,0.3182,-0.4,BJP,manipulated
#SMKrishna,former karnataka chief minister smkrishna quit congress after years due to rahul gandhis interference,Delhi,0,-0.0625,Congress,manipulated
#BJP,but remember guys bjp is regressive and patriarchal,Gujarat,0,0,BJP,authentic
#BJP,rt rt in thirupur dravidan parties dmkfails shows black flags to oppose modiji visit a woman bjp supporter raised voice bharat mathaki jai and supporting slogans of modi,Tamil Nadu,0.7717,0.0417,BJP,manipulated
#SouthIndiaForNaMo,must hear jis epic response to on go back modisouthindiafornamo,Delhi,0,0.05,BJP,authentic
#GoBackModi,gobackmodi is a fake trendi just sent tweets with tnwelcomesmodi and twitter locked me out of account for hr,Maharashtra,-0.4767,-0.5,BJP,manipulated
#Congress,rahul rahul gandhi buying helicopters for mummyaugusta westland imported maal chahiye phoren walarg buyin fighter aircraft for national securityhal shud build them make in india be indian buy indian i am a proud indian i dont use toilet paper haath se dhota hoonrafale,Karnataka,0.5719,0.3833,Congress,authentic
#SouthIndiaForNaMo,southindiafornamo chandrababu naidu rightly said that he is a wealth creator and modi has no idea about wealth creationfromamravati to polavaramthey are busy in creating wealth for themselves and thats why are scared from this chowkidar andhra naidu apwelcomesmodi,Andhra Pradesh,0.7717,0.1929,BJP,authentic
,did pt nehru steal the pms post from sardar patel did he call bose a war criminal watch dr bust these common myths and several others that have been spread by bjps fake news factory,Delhi,-0.9274,-0.3,BJP,manipulated
#Congress,congress wild allegations on rafale harming national security,Maharashtra,-0.296,0.1,Congress,authentic
#Congress,at the iconic uttar pradesh congress committee office in lucknow,Delhi,0,0.5,Congress,authentic
#BJP,fish for prasad today number of saraswati pujos in bengal crossed previous records slap by ma saraswati amp bengalis to bjp thats clueless abt education but tries to divide bengalis by ridiculous claim that saraswati pujos are banned in bengal bengalsaraswatipujo joybangla,West Bengal,-0.8201,-0.2,BJP,manipulated
#BJP,when tn bjp chief vacated her seat to deliver her speech vanathi sreenivasan was quick to sit next to pm amp the images were beamed on the giant screen kya re setting ah,Tamil Nadu,0,0.1111,Other,authentic
#Delhi,i thank tdp for modi go back posters i will go back to delhi and sit on pms chair pm modi in andhra likeaboss southindiafornamo southindiawithnamo modioncemore modiinap modiunstoppable,Andhra Pradesh,0.3612,0,BJP,authentic
#BJP,respected kindly raise our job issues bjp amp up govt doing injustice with all eligible unemployed youths of up b edtet job advt having all eligibility amp jobs,Uttar Pradesh,0.3818,0.6,BJP,authentic
#BJP,these opposition parties are so funny what is the agenda of the larger opposition alliance only to defeat modi nothing elseits a unity of rich they neither understand proverty nor have the aim to serve the poor pm modi in tiruppur,Delhi,0.5256,0.045,BJP,manipulated
#BJP,pm modi in tiruppur public meeting said we will constitute a separate dept for fisheries soonfact a separate dept for fisheries was already constituted and notified on feb,Delhi,0,0,BJP,manipulated
#BJP,modi nails lies on citizenship amendment bill assam roars in approval writes,Delhi,0.0772,0,BJP,authentic
#BJP,gr idea similarly all people having prblm with modi shld stop voting and we will have propaganda free elections all kashmiris having problm wth indian army shld leave india as protest and we will have peaceful jampk khair leave it daal makhani ki recepie kya thi,Delhi,-0.6249,0.1375,BJP,authentic
#BJP,this is a major conflict of interest we now strongly believe that modi govt is doing everything to save itself pakdagayamodi kapilsibal congress modi rafalescammodi,Delhi,0.7184,0.2479,BJP,authentic
#BJP,thats the best you have got you backstabbed your mentor then atalji then modi and now betraying people of andhra who rejected cong you fell on their feet shame on u,Karnataka,-0.6908,1,BJP,authentic
#BJP,dear siryou were cm governor and eam while in the congress what are you now are you a minister an mp sadder still are you even relevant in the bjpwe respect you as our own so please dont degrade yourself by letting the bjp use you as a political tool,Andhra Pradesh,0.7882,0.3333,BJP,authentic
#Congress,addressing one day convention of congress workers convention at surankote poonch,Jammu & Kashmir,0,0,Congress,authentic
#BJP,a bjp activist sasikala was brutally attacked by mdmk party workers she was only raising slogans of bharath mata ki jai when the mdmk workers where waving black flags against modi s visit why is the media so silent on this issue are the women in bjp expendables,Tamil Nadu,-0.6486,-0.2604,BJP,manipulated
#BJP,why does bjp have no self respect no party unity marks,West Bengal,0.34,0,BJP,authentic
#GoBackModi,people in karnataka protests against pm modi on his visit to the state with slogans of gobackmodi barbedamodi todaychowkidarchorhai,Andhra Pradesh,-0.2263,0,BJP,authentic
#BJP,tyranny of headline nos modi govt has been v successful on islamist terror in mainland india while continuing the trend on maoist terror upa was spectacularly inept on tackling islamism there was an attack almost every yrfor once better sources like satp agree wwiki,Maharashtra,0.2023,0.6167,BJP,authentic
#BJP,karnataka is in south india for your kind informationplease note that bjp missed coming to power in assembly elections by a whisker and we are hugely disappointed ls people will vote in droves for bjp from karnatakafilmy dialogues do not work here,Karnataka,-0.2944,-0.075,BJP,manipulated
#BJP,bpcl shares its proud moments to inform that ennore coastal installation was today dedicated to nation digitally by our hon prime minister shri narendra modi from tiruppur bpcl bharatpetroleum,Maharashtra,0.8074,0.4,BJP,authentic
#RafaleDeal,congress organised protest rally against rafaledeal this is what their support has to say,West Bengal,0.1779,0,Congress,authentic
#Congress,priyanka rahul gandhi vadras appeal before coming to lucknow asking people to create a new political culture with her,Delhi,0.2732,0.0682,Congress,authentic
#DidiBhaiModiBhai,didibhaimodibhai saradha chitfundscam mock battle between mamata banerjee and the tmc government on one side and the bjp and the modi government on the other,West Bengal,-0.6597,-0.125,BJP,manipulated
#BJP,when he was leaving congress then he lacked spine to vomit this as this is untrue amp but now when his own recognition amp prospects in bjp are dwindling then to please feku amp tadipar he is making such stupid remarks,Delhi,0.0387,-0.0667,Other,manipulated
#BlackFlag,how worried are the bjp about these blackflag protests black clothing of all kinds was banned at the pms tiruppur rally today i was asked to remove my socks saw an individual being allowed into the venue only after he removed his black vest under a tshirt modiintiruppur,Tamil Nadu,-0.7269,-0.0833,BJP,manipulated
#BJP,i wrote for last month why the urban vote base is important for the bjp to retain and further developcheck out the hashtag modifiedcities for what has happened in the large cities in the government term,Maharashtra,0.2023,-0.031,BJP,manipulated
#VoteBJPOut,what else can be expected from a jumla bjp party other than editing n self boastingvotebjpout gobackmodi,Karnataka,0.4019,-0.1125,BJP,manipulated
#Congress,here a deal there a deal everywhere a dealthis is how congress views defence sector always wanting to make money for us what matters is a strong india and the welfare of those who serve the nation,Gujarat,0.5859,0.4333,Congress,authentic
#BJP,you want to how low modi can stoop karnataka govt provided land amp shared part of cost for hublis gas projectrailway line expansion amp iit dharwad campus pm inagurated them but ordered no invitation should be sent to the cm fellow is a blot on indias federalism,Delhi,-0.3612,0,BJP,manipulated
#BJP,thanks to jee even bullock cart speed risen up under modi government,Gujarat,0.4404,0.2,BJP,authentic
#Congress,anticipating cag clean chit to govt on rafale deal congress party now points it gun at the cag opindia via,Maharashtra,0.4588,0.3667,BJP,authentic
#BJP,priyankas arrival will hurt akhilesh and mayawati more than bjp voters will be confused and divided which will hugely benefit bjp plus yogis popularity is growing by the day,Delhi,0.3384,0.1667,BJP,authentic
#BJP,hardly surprising thisinfact this has been the normlike many other claims the claim pm modi made in lok sabha on job creation is not correct he became pm saying jumlaas he is going out too saying jumlaas at least one count pm is consistent jumlaas,Maharashtra,0.4417,0.205,BJP,authentic
#Congress,press release by all india congress sevadal chief shri lalji desai of th maha adhiveshan which is scheduled on and th february,Punjab,0,0,Congress,authentic
#Congress,has an interesting take on why the congress has braught in priyanka rahul gandhi,Delhi,0.4019,0.5,Congress,authentic
#OperationKamala,press conference in new delhi on operationkamala bjp leaders in karnataka have claimed that and will manage supreme court judges their silence proves there is truth in the claim,Andhra Pradesh,0.7096,0.2182,Other,authentic
#Congress,imagine what would happen when the entire country is cleaned of mess that is congress,Tamil Nadu,-0.3612,-0.0875,Congress,manipulated
#BJP,rt narendramodi never forget how arrogant congress ministers insulted the middle class in all their years in power they didnt do anything for the middle class in our months the nda has focused on ease of living for the middle class,Gujarat,0.6242,0,BJP,authentic
,omg sir this is even more than the speed of your train please aquire the technology through ambani company for technology transfer and such vehicles otherwise the credit will go to pmo or rm just in case even jaitley ji can usurp the credit thru a blog,Karnataka,0.7579,0.25,BJP,authentic
#BJP,a collage has gone viral which claims that goons of the trinamool congress had attacked hindus at a bjp rally in kolkata fact check desk vetted the claim heres what they found,Delhi,-0.4588,0,Other,authentic
#Congress,my parents vote only and only for congress come what may,Haryana,0,0,Congress,manipulated
#BJP,for your informationbjp started with seats and reached unto and modi became the prime minister of india and not north india see soon people in south will also understand true development and come out of the regional and language basis,Uttar Pradesh,0.4939,0.35,BJP,authentic
#Congress,many western countries whom you consider to be democracies did that zuckerberg appeared in front of the us congress committee,Haryana,0,0.25,Congress,authentic
#bhakt,you are just an another bhakt who does not know anything for your kind information raga is alumni of cambridge so next time just google before tweeting what is education of narendra modi,Maharashtra,0.5267,0.3,BJP,authentic
#TamilNadu,so many development projects implemented for tamilnadu in one go thanks ji tn thanks you wholeheartedly tamilnaduwelcomesmodi pm modi launches various development projects in tiruppur tamil naduvia namo app,Tamil Nadu,0.7003,0.225,BJP,authentic
#BJP,my respect for modi is evolving day n nightthough he is mahachor rafael dalla but has never used corrupt money personal use except mushroomsthese corrupt money were used only nation building like purchasing mlas cr speaker crgod knows d amt fix sc judges,Gujarat,0.6486,-0.25,BJP,manipulated
#Congress,chalo ward abhiyan launched by mumbai youth congress in south central district mumbai in chembur and anushakti assembly,Gujarat,0.128,0,Congress,manipulated
#RajivGandhiji,tch tch tchhow much more the bjp will stooppiyush ji this is digital india dream of rajivgandhijiif you increase the frame speed it will clearly give away as it does heredont try too hardtruth is not your cup of teapm ji should know better na,Tamil Nadu,0.836,0.275,BJP,authentic
#BJP,honest trust me the corrupt have a problem pm modi,Delhi,0.5994,0.05,BJP,manipulated
,every vote for prime minister in will result in a new india blooming like a lotus,Uttaranchal,0.3612,0.1364,Other,authentic
#TNWelcomesModi,tnwelcomesmodi dmkfails tn saffron coated coimbatore tirupur highway saffronised my pm best pm,Tamil Nadu,0.6369,1,BJP,authentic
#RafaleScam,huge huge injustice to justice has been done by erroneous judgement in rafalescam automatically rendered infructous in view of misrepresentation of facts submitted by bjp govt which should be taken to task immediately by hon sc amp correct the wrong,Haryana,-0.6808,-0.05,BJP,authentic
#Congress,congratulation dada maheswar raj for your new post telengana state chairman of congress sc cell congress elections,West Bengal,0.5994,0.1364,Congress,authentic
#BJP,coming up on pm news priyanka gandhis audio message a day ahead of lucknow visit nayi rajniti ki shuruwaat demands cag recuses himself from rafale report due to conflict of interest bjp mp dwivedi priyanka wears jeans in delhi saree in villages,Delhi,0.1779,-0.125,Congress,manipulated
#DMKFails,dmkfails tnwelcomesmodi coimbatore tirupur highway bathed in saffron welcome modiji to our textile capital ab ki baar paar,Tamil Nadu,0.4588,0.8,BJP,authentic
#Congress,india deserves a leader who puts the welfare of the farmers youth women old and young firsta leader who brings the entire nation togetherindia needs shri rahul gandhi,Karnataka,0,0.0667,Congress,authentic
#TNWelcomesModi,tnwelcomesmodi great work indeedeach of us know you are working in hostile situation amp tn politics not like other statewhether it is converts into votes is different issue but none can deny your dedication amp hard workgreat work keep doing it,Karnataka,0.2844,0.0958,BJP,authentic
#BJP,maanya avare what nonsense is this you are a representative of kannadigas stop throwing the self respect of kannadigas to the feet of narendra modi delete this tweet and apologize kannadaswabhimana,Karnataka,-0.1027,0,BJP,authentic
#Congress,congress party is taking the help of a discredited economist to rob the nation,Delhi,-0.2732,0,BJP,authentic
#SNL,once upon a time there were women then they became fed up women then they became congress women snl saturdaynightlive,Gujarat,0,0,Congress,authentic
#55YearsVs55Months,yearsvsmonths the brave soldiers kept on asking for one rank one pension but only modi ji provided them with this gaurav bhatia national spokesperson bjp amp advocate sc,Maharashtra,0.296,0,BJP,manipulated
#BJP,how many liberals left india after modi became pm,Assam,0,0.25,BJP,authentic
#BJP,youre right pm modi isnt giving any money from his pocket pm modi is only a custodian of the taxpayers money hes the chowkidar so he is entitled to ask on behalf of the people to furnish details of every rupee of expenditure why does it rattle you so much,Andhra Pradesh,0.0843,0.1619,BJP,authentic
#BJP,namo amp south indian sateskerala bjp is zerotn bjp could not even beat notaap bjp is rejectedts last election threw bjp outkarnataka operation lotus fails consistently amp bjp it cell morons trend southindiafornamo modisenahopayegamodigoback,Karnataka,-0.6249,-0.2625,BJP,manipulated
#BJP,you are senior in backstabbing your fatherinlaw pm modi rips apart chandrababu naidus lies,Delhi,-0.4215,0,BJP,authentic
#BJP,whoever bootlick modis boot is nationalist journalist one of the front runner is goswami followed by times now rahul navika india tv rajat zee sudhir chaudhary etc are impartial journalists sing song for modi,Haryana,0,0,BJP,authentic
